ID,Age,Gender,Marital,Ethnicity,Education,Occupation,WorkSector,ProfPosition,OrgTenure,WorkingHours,Income,BWAS_1,BWAS_2,BWAS_3,BWAS_4,BWAS_5,BWAS_6,BWAS_7,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,JSS_1,JSS_2,JSS_3,JSS_4,JSS_5,JSS_6,JSS_7,BBI_1,BBI_2,BBI_3,BBI_4,BBI_5,BBI_6,BBI_7,BBI_8,BBI_9
137,28,2,5,6,5,9,2,4,2,15,2,2,4,2,4,4,4,5,4,2,1,4,4,4,5,5,4,5,2,4,4,4,1,5,2,5,2,5,6,5,6,6,6,5,6,6
138,26,2,5,6,6,1,2,4,2,37,2,3,4,4,4,3,4,3,2,4,3,4,3,4,3,4,3,5,3,4,4,5,5,3,4,4,4,5,2,3,2,5,2,3,2,4
139,42,2,5,6,6,13,2,2,2,40,3,2,2,2,2,1,4,1,5,4,5,5,4,4,4,5,5,5,4,5,5,3,4,3,4,5,4,1,3,1,2,2,3,1,2,4
140,56,1,1,6,6,13,2,1,5,50,11,3,4,4,5,4,4,3,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,2,5,4,4,2,4,2,4
141,23,2,5,6,5,9,1,3,6,28,2,2,4,2,3,2,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,5,2,3,5,2,4,5,3,5,4,2
142,44,1,1,6,5,2,2,1,3,40,10,2,4,3,3,3,4,4,5,5,4,4,4,4,3,5,3,4,3,4,4,2,4,2,3,4,4,3,2,4,4,3,4,1,3,2
143,23,2,5,6,5,14,2,4,2,60,3,3,4,5,4,4,4,4,3,3,3,4,3,4,4,4,2,3,3,2,1,4,2,2,2,5,1,5,6,4,6,5,5,5,5,5
144,36,1,5,2,3,20,2,2,7,50,6,3,4,1,3,4,5,2,4,4,4,4,4,4,4,4,3,3,4,2,5,2,5,3,4,4,4,2,2,2,2,2,2,2,2,3
145,35,2,1,8,6,4,3,4,1,20,1,4,2,3,2,2,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,4,3,4,2,3,3,2,3,2
146,24,2,5,6,5,23,1,4,0,30,4,4,2,2,1,4,2,2,3,3,3,4,4,3,4,5,4,3,4,4,4,3,5,2,3,4,4,3,2,3,2,3,2,2,4,2
147,58,1,1,6,6,13,2,4,5,20,6,4,2,2,3,2,4,2,4,5,4,3,4,4,5,4,4,4,3,4,4,5,4,4,4,3,4,4,2,3,3,2,3,2,4,2
148,22,2,5,6,6,5,1,4,1,20,2,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,4,3,4,2,4,3,4,3,4,3,3
149,22,2,5,6,5,1,2,4,1,40,3,4,4,2,4,4,4,2,3,4,4,3,4,4,3,5,4,4,4,4,4,3,2,5,3,5,4,6,3,4,3,4,4,2,2,2
150,38,1,1,6,5,18,2,4,15,45,10,3,3,1,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,1,5,1,1,1,4,1,1
151,32,2,5,6,5,1,1,4,1,36,5,2,3,3,3,1,4,3,4,4,3,4,4,4,4,5,3,4,4,4,5,3,4,4,4,4,4,4,2,4,2,4,3,4,3,3
152,25,1,5,6,3,1,1,4,2,50,3,4,4,5,4,3,4,4,1,3,2,3,2,1,1,1,3,3,3,2,4,5,4,4,3,5,3,5,4,5,6,6,5,5,5,5
153,30,2,1,6,7,4,1,4,3,36,5,2,4,4,2,4,3,4,4,4,5,4,4,4,4,5,3,4,2,4,4,2,5,2,4,4,5,3,1,2,2,1,1,1,2,1
154,58,1,3,6,7,4,1,4,3,18,1,4,3,3,2,1,3,4,4,1,4,4,3,4,3,4,3,4,2,3,4,1,3,4,2,3,3,4,2,2,4,3,4,1,3,3
155,22,2,5,6,6,5,2,4,3,30,1,4,2,2,1,2,2,1,3,3,4,2,2,3,2,3,4,4,3,4,2,2,3,2,4,3,3,2,2,2,4,3,2,2,2,2
156,23,2,5,6,5,20,2,4,1,8,1,3,3,2,1,3,2,2,2,2,4,4,3,4,5,4,2,4,1,5,1,4,1,2,2,2,2,1,6,1,6,4,6,1,6,5
157,34,2,5,6,6,1,2,2,1,45,7,2,4,3,3,4,4,3,3,4,4,3,3,3,2,3,3,2,4,4,4,4,4,2,4,4,4,3,4,2,2,3,4,2,4,4
158,21,2,5,3,5,9,2,4,1,20,2,2,4,3,2,3,2,1,3,2,3,2,4,3,3,3,4,4,4,3,2,4,2,3,1,4,2,5,2,3,2,3,3,5,4,4
159,60,2,1,6,3,1,3,3,33,40,4,3,4,2,3,3,3,2,4,4,3,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,1,3,2,1,1,2,1,1
160,21,1,1,3,2,13,1,3,9,18,4,4,5,5,4,4,5,4,4,4,5,4,4,4,5,4,5,5,5,4,4,5,4,5,5,4,5,5,5,4,4,6,5,6,4,6
161,21,2,5,6,2,4,3,4,3,4,1,3,4,3,3,3,3,3,5,4,5,3,3,3,3,5,4,5,3,3,4,4,4,4,4,3,4,3,2,2,4,3,3,2,3,3
162,31,2,1,6,5,2,2,4,2,30,2,3,3,3,3,2,3,1,4,4,4,3,4,4,3,4,3,4,5,4,2,3,3,1,3,3,3,2,2,2,4,4,3,2,3,3
163,24,2,5,6,5,7,2,4,4,18,1,4,4,2,2,1,2,1,4,3,4,4,2,4,2,4,4,2,4,2,1,3,1,1,1,4,1,1,6,1,6,5,4,2,6,1
164,42,3,2,3,1,15,3,4,29,10,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4
165,39,2,1,6,5,22,2,3,5,20,2,2,2,1,2,2,3,2,4,4,4,4,2,4,4,5,4,4,3,5,2,2,2,3,2,4,2,2,6,1,6,3,4,3,5,3
166,39,2,1,6,7,1,1,4,10,23,4,4,3,3,2,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,3,3,3,3
167,22,2,5,3,5,4,2,4,1,6,1,2,2,2,2,3,1,1,4,4,3,2,3,4,4,3,4,4,4,4,3,1,3,4,3,1,4,1,3,2,2,2,4,1,3,1
168,32,1,5,6,5,1,1,4,5,48,5,2,1,2,1,1,1,2,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,3,3,3,4,3
169,25,2,5,6,5,1,1,4,1,37,3,1,2,1,1,1,1,1,2,1,1,4,4,4,4,5,3,4,4,4,5,1,4,1,5,4,5,1,1,1,3,2,1,1,1,3
170,34,1,5,6,6,9,2,4,5,46,2,2,4,4,3,3,4,4,4,2,2,2,4,2,2,4,3,2,3,3,2,1,3,3,,5,2,4,3,4,4,5,3,5,4,2
171,53,2,1,6,3,2,2,2,4,34,5,4,4,3,3,3,4,2,4,4,5,4,4,4,4,4,3,4,3,3,2,2,4,4,3,5,4,4,2,5,5,5,4,5,5,5
172,29,2,5,3,6,4,1,3,1,51,12,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,3,2,5,5,5,5,5,5,5,5,5
173,28,2,5,6,6,13,2,4,1,40,1,3,3,3,3,3,2,2,4,4,4,3,4,4,4,3,4,4,4,4,4,2,4,4,4,3,4,2,1,3,2,2,2,2,4,3
174,34,3,5,6,5,5,2,4,8,35,1,1,2,1,2,1,3,5,1,2,3,2,1,1,1,4,1,1,1,1,1,1,2,2,1,5,1,3,6,5,4,5,5,5,5,4
175,27,1,5,3,6,23,2,4,2,44,4,2,4,4,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,5,4,5,2,5,5
176,30,1,5,6,6,5,3,3,4,40,1,4,3,5,3,3,4,5,3,2,3,4,2,4,4,4,3,3,2,3,3,4,3,3,4,4,3,4,3,4,4,4,2,4,4,4
177,32,2,5,6,5,4,2,4,1,3,1,1,1,1,1,1,1,1,3,1,5,4,3,3,4,1,4,4,4,3,4,4,4,2,4,2,4,1,1,1,1,1,4,1,4,5
178,43,1,1,2,6,20,1,2,5,40,10,2,2,3,1,1,2,2,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,3,3,2,4,2,2,2,2,2,4,2,2,2
179,26,2,5,2,6,2,2,2,1,3,3,4,5,4,4,3,5,5,4,3,3,5,5,5,4,4,4,4,5,4,4,4,3,5,5,5,4,5,5,6,4,5,5,4,4,6
180,34,2,5,6,6,4,2,4,5,40,3,3,5,4,5,3,4,3,5,1,5,3,5,3,4,5,4,4,2,4,4,1,4,2,4,5,4,5,2,2,2,5,5,5,2,3
181,28,2,5,4,6,20,2,4,1,40,5,3,3,1,1,2,1,1,4,4,5,4,5,4,4,5,5,4,5,3,4,3,3,3,3,1,5,1,1,1,3,1,1,1,1,3
182,37,2,5,3,6,13,1,3,8,43,1,4,3,4,4,3,4,4,3,4,5,4,4,4,4,5,3,4,4,4,3,3,5,3,3,4,3,4,5,5,5,5,5,4,5,4
183,25,2,5,8,5,7,2,4,4,5,1,3,5,3,4,1,5,4,4,2,2,4,5,4,2,5,3,2,1,3,2,1,1,2,2,1,2,1,6,4,6,6,5,4,6,2
184,44,1,1,2,6,23,2,4,9,48,8,3,3,2,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,2,4,3,4,4,3,1,2,2,2,1,2,3
185,40,1,1,6,5,4,2,4,1,40,4,4,4,5,5,4,4,5,4,4,4,4,4,5,5,4,5,3,4,4,4,1,2,2,4,3,4,2,2,2,3,4,3,2,3,1
186,44,2,1,6,6,5,3,1,2,100,2,5,5,4,4,4,4,4,4,4,5,4,2,4,2,2,3,5,4,4,4,5,4,4,4,5,4,4,3,5,5,5,4,4,4,4
187,22,4,3,3,3,9,2,3,36,96,4,1,1,2,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,5,2,3,4,3,6,5,3,3
188,34,1,5,3,7,4,1,3,4,30,5,4,5,5,4,3,4,3,5,5,5,5,4,4,4,5,4,5,4,3,3,3,4,3,3,5,4,5,4,2,4,5,4,3,4,5
189,26,2,5,6,5,7,1,3,4,30,3,3,3,3,3,3,4,4,2,3,4,4,3,4,3,4,3,4,3,4,2,2,4,2,3,4,4,4,4,3,4,4,3,3,2,2
190,23,1,5,6,5,2,2,4,1,37,4,1,1,1,1,1,1,1,4,4,5,4,4,4,4,5,4,5,4,4,4,2,4,2,4,3,4,2,1,1,4,1,2,1,2,2
191,22,2,5,6,5,10,1,4,1,45,12,2,3,1,2,2,3,1,3,3,3,4,4,4,4,4,3,4,4,4,4,2,3,3,4,3,4,1,2,2,2,2,2,2,2,2
192,22,2,5,3,6,23,2,4,0,20,1,1,1,3,1,3,3,1,3,5,5,3,4,3,4,3,3,4,4,3,2,3,2,4,4,3,3,4,4,4,5,4,4,4,4,4
193,23,1,2,3,3,16,1,2,15,37,11,1,3,3,4,2,5,4,4,3,4,3,2,3,4,2,1,1,5,2,1,3,4,4,2,5,3,4,3,5,5,3,1,4,2,6
194,43,2,1,8,5,4,1,4,1,22,2,1,1,2,3,1,1,1,5,5,5,4,5,3,5,5,3,3,5,4,4,4,3,4,4,3,4,1,1,1,1,1,1,1,1,4
195,30,2,5,3,5,23,1,4,1,20,4,5,4,5,5,4,3,5,4,4,4,4,2,4,4,4,5,4,4,4,4,3,3,3,4,3,4,3,5,5,3,5,3,6,4,3
196,22,2,5,6,5,2,1,4,1,40,12,2,3,1,2,2,1,1,2,3,2,3,4,4,4,4,3,4,4,4,4,2,3,3,4,3,4,2,2,2,2,2,2,2,2,2
197,25,2,5,5,6,8,2,3,3,35,4,3,4,4,2,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,2,4,2,4,2,4,5,3,5,5,5,3,5,5
198,24,1,5,3,5,2,2,4,1,20,1,2,1,2,2,2,2,3,2,3,2,2,4,2,2,2,4,2,3,2,5,,4,1,5,4,5,2,6,1,2,6,6,2,2,5
199,33,1,5,4,6,7,2,3,10,40,2,1,4,1,3,3,4,1,4,4,4,4,4,5,4,4,3,3,4,4,,3,4,4,3,4,2,3,2,1,3,3,3,1,1,3
200,41,2,1,6,5,23,1,2,17,40,8,1,3,2,3,1,3,4,5,4,5,3,3,4,4,4,2,4,2,3,3,4,3,4,2,3,2,4,4,4,5,3,4,4,4,1
201,48,1,5,6,5,7,2,4,7,39,3,2,2,2,2,3,2,2,1,1,2,1,1,1,4,1,1,1,3,1,4,1,4,4,3,3,1,2,6,2,3,1,3,2,2,1
202,29,1,1,6,3,13,1,3,1,40,5,4,3,1,1,1,4,3,5,5,4,4,4,4,4,4,4,5,4,5,4,3,4,2,4,3,4,4,3,1,3,2,1,1,2,2
203,36,2,1,3,6,5,2,4,11,40,6,2,5,1,5,1,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,3,4,5,4,5,2,2,1,5,1,5,5,3
204,31,2,5,3,6,4,2,4,1,20,1,3,3,4,2,4,4,3,4,4,4,4,2,4,3,4,4,5,4,4,4,2,3,3,4,4,3,2,4,2,4,2,4,2,2,2
205,27,1,5,6,5,4,2,4,1,18,2,2,4,3,3,2,2,3,2,2,3,3,2,2,3,4,1,3,2,2,3,4,4,3,3,2,3,4,4,4,4,4,2,4,4,4
206,41,2,5,6,5,2,1,4,5,37,12,5,3,3,2,2,4,3,2,1,2,5,2,5,3,5,4,4,4,4,2,2,2,1,2,4,2,5,6,5,5,5,5,5,5,5
207,37,2,5,6,7,4,1,3,3,45,5,3,4,4,4,3,5,4,4,4,3,4,3,4,4,4,3,4,3,4,3,4,2,2,2,5,3,6,6,6,4,6,4,6,6,5
208,24,2,5,6,5,2,2,4,1,32,2,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,3,3,3,3,3,2,3
209,28,1,5,6,5,13,2,4,7,40,4,3,4,1,2,2,3,4,4,2,4,3,4,4,4,5,3,4,3,4,2,3,4,4,3,4,2,4,4,2,3,2,2,1,2,2
210,23,2,5,6,5,7,3,3,2,20,12,3,4,1,1,3,4,2,2,3,2,4,4,3,4,4,4,4,4,4,4,2,4,3,4,3,4,2,2,2,2,2,2,3,2,2
211,32,1,5,3,5,23,2,4,8,39,2,2,4,4,1,1,2,3,4,2,4,4,4,4,4,4,2,4,3,4,3,3,5,1,4,3,4,2,4,2,4,4,6,2,5,5
212,48,2,1,6,6,8,2,1,0,40,8,2,3,4,1,1,3,3,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,1,5,5,5,2,1,1,1,1,1,1,1,1
213,24,4,5,7,6,20,3,4,1,40,12,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,2,4,2,2,1,1,2,2,2,4,5,2,5,2,2,5,2,2
214,33,1,5,5,6,13,2,3,6,50,2,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4
215,33,2,5,3,4,1,1,4,1,28,7,2,2,1,2,4,4,4,4,2,2,3,3,4,3,2,2,4,4,4,4,2,4,3,3,2,4,2,4,2,5,4,5,1,4,4
216,42,2,5,6,5,4,1,4,2,10,4,3,1,1,1,1,2,1,2,2,2,2,3,4,4,4,2,4,4,3,4,2,4,2,4,2,4,1,2,2,2,1,1,2,2,2
217,23,2,5,6,5,13,2,4,0,40,2,3,2,3,2,1,1,1,4,3,4,4,4,4,4,5,4,4,4,4,4,2,4,3,5,4,4,2,1,1,2,2,2,1,2,2
218,23,2,5,6,5,5,2,4,2,24,2,3,4,3,3,3,4,4,4,2,1,4,4,4,4,4,4,4,4,4,3,4,2,4,2,4,2,4,6,4,5,5,2,2,4,1
219,29,2,1,6,6,4,1,4,5,40,3,4,4,4,5,5,5,4,4,4,4,4,5,4,5,5,3,4,4,3,4,1,3,2,3,5,4,6,3,6,5,3,3,5,4,4
220,29,2,5,3,6,2,2,3,1,20,12,2,3,2,3,4,2,4,2,2,2,4,2,3,2,4,3,4,4,4,3,2,3,3,4,2,2,2,4,2,3,2,2,2,2,2
221,33,2,5,6,5,10,1,4,8,15,4,2,2,1,2,3,3,2,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1
222,31,2,5,6,6,23,2,2,0,43,9,1,2,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,4,5,1,1,1,1,1,1,1,1,1
223,26,2,5,4,6,7,2,2,1,50,3,4,5,5,3,1,5,4,5,5,4,5,5,4,5,5,2,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,2,2,6
224,28,2,5,7,7,7,2,4,1,39,5,2,2,2,2,2,2,2,2,3,3,3,4,3,3,2,2,2,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2
225,23,2,5,6,5,2,2,4,1,13,12,2,3,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,1,2,3,3,1
226,19,1,5,6,2,7,2,4,1,15,1,5,3,2,1,1,3,1,3,2,3,3,2,4,3,4,1,1,2,4,1,1,2,2,1,4,2,2,5,1,4,1,5,2,5,2
227,28,2,5,6,3,6,1,1,7,50,12,5,5,5,5,4,5,4,5,5,5,5,5,4,3,4,3,5,4,5,4,4,5,3,4,5,4,6,3,6,4,5,1,6,5,5
228,29,2,1,8,5,13,2,2,3,40,4,3,2,1,1,1,2,1,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,4,3,3,3,5,3,3,4,4,2,3,4
229,27,1,5,2,6,2,1,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,4,2,4,2,2,5,5,5,5,4,4,4,4,5
230,23,2,5,7,6,2,2,3,1,16,1,2,3,1,3,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,1,1,4,1,1,1,1,1,1
231,56,2,1,6,1,11,3,4,41,20,1,3,3,3,4,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,3,4,4,4,4,2,2,3,2,2,2,2,3,2
232,36,2,5,6,5,21,1,4,15,36,5,2,3,3,1,1,3,2,4,4,4,4,4,4,4,5,4,5,2,3,4,4,4,2,4,4,3,4,4,2,4,3,4,2,4,5
233,26,1,5,3,6,10,1,4,1,30,1,2,4,4,3,1,2,1,3,4,4,4,2,3,3,4,4,4,4,5,4,2,2,5,4,2,3,2,2,2,3,2,2,2,2,2
234,27,2,1,6,6,11,1,4,2,50,6,2,3,3,2,2,3,3,4,4,4,4,4,4,4,4,3,4,3,4,5,3,4,3,4,4,4,3,2,4,2,2,2,2,2,5
235,22,2,5,6,5,9,1,4,1,20,1,5,3,3,1,3,3,3,1,2,2,2,4,3,2,5,2,4,3,1,1,2,3,1,2,5,1,2,5,4,4,5,4,2,4,3
236,24,2,5,3,5,7,1,4,1,24,5,2,1,2,1,2,1,1,4,3,4,4,3,4,4,3,4,3,4,4,5,3,4,1,5,3,4,1,1,1,2,2,2,1,1,2
237,44,1,1,6,6,4,1,4,3,37,2,3,3,3,3,3,3,3,4,4,5,4,4,4,4,5,3,3,4,4,4,4,4,4,5,3,3,3,2,1,3,1,2,2,1,2
238,23,2,5,6,6,9,1,2,2,20,2,4,5,4,3,5,3,3,4,3,4,4,4,4,4,4,4,5,4,4,2,2,2,4,4,3,2,3,4,4,5,4,2,3,5,4
239,26,2,5,3,6,2,1,4,2,39,8,4,4,4,3,3,3,3,4,4,3,4,3,4,3,4,3,5,4,4,3,3,3,4,3,4,2,4,4,4,5,2,4,4,4,3
240,25,1,5,6,6,4,2,3,38,47,7,5,4,4,2,4,5,5,4,4,3,4,3,4,4,3,4,4,4,3,4,3,3,4,4,4,3,4,4,5,5,6,5,5,4,4
241,23,2,5,6,5,20,2,4,1,8,1,4,3,2,2,3,1,2,5,2,4,2,4,4,4,5,4,5,2,4,2,4,1,2,2,3,2,1,6,1,6,1,6,2,5,2
242,32,1,1,6,7,4,1,4,4,35,3,4,4,4,4,3,5,4,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,4,4,5,4,3
243,27,1,5,6,5,2,2,4,1,40,3,2,3,1,4,1,2,4,3,2,3,4,4,4,4,5,4,4,2,3,2,3,2,2,1,3,2,5,6,5,5,5,4,2,4,4
244,44,2,3,6,6,23,1,2,4,40,11,2,4,2,2,3,4,3,5,5,4,4,5,5,5,5,5,5,5,5,5,2,5,3,4,3,5,1,1,4,1,1,5,1,1,4
245,38,2,1,6,6,14,2,3,3,28,1,5,4,3,2,3,4,3,4,4,4,3,3,4,4,4,5,4,4,5,4,5,3,4,3,4,3,4,5,4,5,5,3,5,5,3
246,24,2,5,3,5,7,1,4,0,27,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2,1,2,2
247,24,2,5,3,4,1,1,4,2,39,7,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,2,2,5,2,5,4,4,4,5,5,5,4,5,3,3
248,40,2,1,8,7,4,2,4,19,30,1,3,3,1,3,3,3,1,4,4,4,4,4,5,4,4,3,4,4,5,3,3,4,2,3,4,4,2,2,2,4,2,4,3,4,3
249,24,2,5,6,5,2,2,4,0,35,3,1,1,4,1,4,1,2,4,4,3,4,4,3,4,4,3,3,2,4,3,2,4,3,3,2,4,2,4,4,5,3,3,2,2,3
250,29,2,1,6,6,4,1,4,5,40,2,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,2,3,3,5,3,5,2,5,2,5,4,1,3,1,5,1,3,1
251,43,1,5,6,6,13,2,1,2,80,8,3,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,,5,,6,2,5,4,2,4,5,2,5
252,41,1,1,6,5,13,2,2,10,48,7,4,5,4,5,3,4,4,3,3,3,4,3,4,3,4,3,4,3,4,4,3,3,4,4,5,3,6,2,5,4,4,1,4,4,3
253,49,2,1,5,4,1,1,4,5,49,10,4,5,4,4,3,4,3,4,3,4,3,3,3,3,5,4,5,3,1,4,5,4,4,2,5,2,6,6,4,6,5,5,6,6,6
254,41,2,3,6,5,23,2,4,5,40,6,4,3,3,2,3,3,2,5,4,4,4,4,4,4,4,3,5,4,4,3,2,4,4,3,3,4,3,3,2,4,2,2,2,3,3
255,24,2,5,6,6,14,2,4,1,13,2,2,3,2,2,3,2,3,4,3,4,4,4,4,5,4,4,4,4,4,3,3,3,2,4,2,4,1,1,2,1,2,3,1,2,5
256,32,2,1,6,6,5,2,4,7,38,3,2,3,3,2,1,4,3,4,2,2,4,2,4,3,4,3,4,4,4,2,4,2,2,2,4,1,5,6,5,5,4,2,3,3,6
257,30,2,5,6,6,2,2,4,0,39,4,4,2,3,3,2,3,3,2,2,4,4,4,4,3,3,3,4,4,4,4,4,3,2,2,4,2,4,5,4,4,5,5,4,5,5
258,27,1,5,6,6,2,2,4,2,40,2,4,2,1,2,2,3,2,5,4,5,4,4,4,5,5,3,5,5,4,4,2,4,1,4,4,4,1,1,1,2,1,1,1,2,2
259,27,2,5,3,6,10,1,4,0,20,1,2,4,4,2,3,4,3,4,1,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,1,4,3,3,4,3,3
260,24,1,5,6,5,2,3,2,2,40,4,4,5,3,3,4,3,2,5,5,5,5,5,5,5,5,3,4,4,3,4,5,5,1,5,2,5,2,3,1,5,3,1,5,3,1
261,25,2,5,3,6,2,1,4,1,32,3,2,4,4,3,3,3,3,3,4,4,2,3,2,4,4,3,3,2,4,2,2,3,2,3,4,2,5,4,2,4,2,4,2,3,5
262,20,2,5,6,2,6,1,4,1,4,1,3,4,3,4,1,3,2,3,2,2,3,4,3,4,4,3,4,3,5,5,3,4,4,5,2,5,1,3,1,3,2,2,2,2,2
263,54,2,1,6,7,10,1,2,12,66,10,3,4,4,4,3,4,4,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,3,3,2,3,2,2,2,2,2
264,25,2,5,3,6,1,2,2,6,20,1,5,3,4,2,3,4,4,3,3,5,4,4,3,3,3,3,4,4,4,3,2,5,3,4,2,5,5,5,4,4,4,6,5,4,3
265,22,2,5,3,6,4,2,4,1,9,1,1,3,1,1,1,1,1,4,4,4,4,3,4,3,4,4,4,4,2,4,3,3,2,4,4,3,1,1,1,4,3,3,1,1,1
266,40,2,3,6,5,23,3,4,4,40,12,2,1,2,1,2,4,2,2,4,4,3,2,2,3,5,4,4,2,3,2,1,2,2,2,4,1,3,5,4,6,5,5,5,5,5
267,24,2,5,6,6,23,2,4,0,50,2,3,4,4,2,2,3,1,1,2,2,3,1,1,1,3,3,2,3,3,3,2,1,1,3,4,2,5,2,2,5,4,5,3,1,1
268,30,2,5,6,5,7,1,4,8,50,1,2,5,5,3,5,5,5,3,3,3,2,2,4,3,2,2,4,4,4,4,3,4,2,4,4,4,6,6,6,5,5,6,5,5,2
269,36,2,1,6,5,14,2,2,5,21,2,3,3,1,3,2,3,3,5,4,3,4,4,4,5,5,5,5,4,5,3,4,3,2,3,4,4,5,2,1,3,2,1,2,2,2
270,29,2,5,4,4,1,1,4,5,40,9,1,2,1,1,1,2,1,5,4,4,4,5,4,5,5,3,5,5,4,4,1,4,3,2,2,4,1,1,1,1,1,1,1,4,2
271,22,2,5,3,5,7,2,4,2,14,1,1,3,1,2,1,3,1,3,5,3,4,4,4,5,5,4,4,4,4,4,3,4,4,4,3,5,2,3,4,2,2,2,3,1,2
272,40,2,1,8,6,13,1,2,5,43,8,4,4,3,3,2,4,4,2,3,3,4,4,4,4,5,4,5,4,3,3,3,4,1,3,4,4,6,2,5,2,4,3,4,3,2
273,37,2,5,6,6,18,2,3,5,40,7,1,3,3,3,2,4,2,4,4,4,5,4,5,4,5,4,5,4,4,4,3,4,3,3,5,3,3,2,2,4,4,3,3,4,2
274,33,2,5,6,7,10,3,2,15,20,7,3,5,5,5,4,5,5,4,3,5,4,4,4,5,5,3,4,2,5,4,5,4,5,3,5,4,6,2,5,2,3,2,6,3,4
275,47,1,5,6,6,18,2,2,21,37,7,1,3,1,1,1,1,1,4,4,4,4,3,4,2,4,4,4,3,3,2,2,2,3,2,3,2,3,4,3,4,3,4,2,4,4
276,35,2,3,6,6,1,3,4,3,31,6,3,2,2,1,2,3,3,3,3,4,4,3,4,4,5,4,4,4,4,4,2,3,4,4,2,4,2,2,2,2,3,2,2,2,3
277,23,2,5,6,5,5,1,4,0,20,2,2,2,2,1,3,2,2,2,2,1,4,2,4,3,4,4,4,2,4,2,1,2,2,2,4,2,5,3,1,5,5,2,5,4,5
278,21,2,5,6,5,4,2,3,4,15,12,3,4,4,4,3,5,2,4,4,3,5,4,5,4,5,4,4,4,4,5,4,5,4,4,5,5,3,3,3,2,4,2,4,3,5
279,43,2,5,6,6,14,2,3,2,46,4,2,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,4,4,3,3,2,4,4,3,4,4,2,2
280,39,2,5,6,6,1,1,4,7,18,2,4,3,1,2,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,5,4,3,4,4,2,2,3,3,2,2,3
281,53,2,1,6,5,2,2,3,4,40,2,3,5,4,3,2,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,4,5,3,4,2,1,2,2,2,2,2,3,2
282,53,2,1,6,5,2,2,3,4,40,2,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,1,2,2,1,1,2,2,2,2
